epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss
,0.001,0,,,,,
0,,60,0.48507633805274963,0.03615795075893402,0.023777827620506287,0.005808785557746887,0.3911661207675934
,0.001,61,,,,,
1,,121,0.4797058403491974,0.0006235677283257246,0.007311813533306122,0.0021199085749685764,0.015667399391531944
,0.001,122,,,,,
2,,182,0.47644931077957153,0.0,0.0041169896721839905,0.000664462975692004,0.004781452473253012
,0.001,183,,,,,
3,,243,0.47421640157699585,0.0016435326542705297,0.0018883452285081148,0.0003568499523680657,0.018680522218346596
,0.001,244,,,,,
4,,304,0.4725758731365204,0.0008694885764271021,0.0013848639791831374,0.0003181437496095896,0.010397893376648426
,0.001,305,,,,,
5,,365,0.4715109169483185,0.006385264452546835,0.0010259556584060192,0.0003066404315177351,0.06518524140119553
,0.001,366,,,,,
6,,426,0.4704754948616028,0.0017231983365491033,0.0007527003763243556,0.00019873677229043096,0.018183421343564987
,0.001,427,,,,,
7,,487,0.4693935513496399,0.00013385468628257513,0.00047355605056509376,0.0001570065796840936,0.001969109522178769
,0.001,488,,,,,
8,,548,0.4685676097869873,0.0058426810428500175,0.0005109122721478343,0.0001081342707038857,0.059045858681201935
,0.001,549,,,,,
9,,609,0.4678819179534912,0.024966463446617126,0.0004139923839829862,9.653043525759131e-05,0.2501751482486725
,0.001,610,,,,,
10,,670,0.4670158624649048,0.060360319912433624,0.00031285558361560106,6.923297769390047e-05,0.6039852499961853
,0.001,671,,,,,
11,,731,0.46625155210494995,0.0,0.0002546873292885721,8.02469439804554e-05,0.00033493427326902747
,0.001,732,,,,,
12,,792,0.465538889169693,0.0,0.000287469825707376,5.4059713875176385e-05,0.0003415295504964888
,0.001,793,,,,,
13,,853,0.46465563774108887,0.00012487194908317178,0.0002071261260425672,5.5145559599623084e-05,0.0015109912492334843
,0.001,854,,,,,
14,,914,0.4639631509780884,0.0062765092588961124,0.0002353525924263522,6.25999819021672e-05,0.06306304782629013
,0.001,915,,,,,
15,,975,0.4635467231273651,0.0002713861467782408,0.0001793497649487108,3.613668377511203e-05,0.002929347800090909
,0.001,976,,,,,
16,,1036,0.46272900700569153,0.00035383435897529125,0.0001557241630507633,6.149523687781766e-05,0.00375556293874979
,0.001,1037,,,,,
17,,1097,0.4619732201099396,4.407632150105201e-05,0.0001164273708127439,4.967456334270537e-05,0.000606865156441927
,0.001,1098,,,,,
18,,1158,0.4613625705242157,0.002217781264334917,0.00015752133913338184,3.842990554403514e-05,0.022373763844370842
,0.001,1159,,,,,
19,,1219,0.4608428478240967,0.0017065146239474416,0.00012577729648910463,5.474000863614492e-05,0.017245663329958916
